timestamp,budget_bytes
10.000002643000,108000.00
10.000003663000,94158.00
10.000004683000,81854.00
10.000005703000,69550.00
10.000006723000,55708.00
10.000007743000,43404.00
10.000008763000,41866.00
10.000009783000,40328.00
10.000010803000,41866.00
10.000011823000,41866.00
10.000012843000,40328.00
10.000013863000,41866.00
10.000014883000,41866.00
10.000015903000,41866.00
10.000016923000,40328.00
10.000017943000,41866.00
10.000018963000,41866.00
10.000019983000,40328.00
10.000021003000,41866.00
10.000022023000,41866.00
10.000023043000,41866.00
10.000024063000,40328.00
10.000025083000,41866.00
10.000026103000,41866.00
10.000027123000,40328.00
10.000028143000,41866.00
10.000029163000,41866.00
10.000030183000,41866.00
10.000031203000,41866.00
10.000032223000,41866.00
10.000033243000,41866.00
10.000034263000,40328.00
10.000035283000,41866.00
10.000036303000,41866.00
10.000037323000,41866.00
10.000038343000,41866.00
10.000039363000,41866.00
10.000040383000,41866.00
10.000041403000,40328.00
10.000042423000,41866.00
10.000043443000,41866.00
10.000044463000,40328.00
10.000045483000,41866.00
10.000046503000,41866.00
10.000047523000,41866.00
10.000048543000,40328.00
10.000049563000,41866.00
10.000050583000,41866.00
10.000051603000,40328.00
10.000052623000,41866.00
10.000053643000,41866.00
10.000054663000,41866.00
10.000055683000,40328.00
10.000056703000,41866.00
10.000057723000,41866.00
10.000058743000,40328.00
10.000059763000,41866.00
10.000060783000,41866.00
10.000061803000,41866.00
10.000062823000,41866.00
10.000063843000,41866.00
10.000064863000,41866.00
10.000065883000,40328.00
10.000066903000,41866.00
10.000067923000,41866.00
10.000068943000,41866.00
10.000069963000,41866.00
10.000070983000,41866.00
10.000072003000,41866.00
10.000073023000,40328.00
10.000074043000,41866.00
10.000075063000,41866.00
10.000076083000,40328.00
10.000077103000,41866.00
10.000078123000,41866.00
10.000079143000,41866.00
10.000080163000,40328.00
10.000081183000,41866.00
10.000082203000,41866.00
10.000083223000,40328.00
10.000084243000,41866.00
10.000085263000,41866.00
10.000086283000,41866.00
10.000087303000,40328.00
10.000088323000,41866.00
10.000089343000,41866.00
10.000090363000,40328.00
10.000091383000,41866.00
10.000092403000,41866.00
10.000093423000,41866.00
10.000094443000,41866.00
10.000095463000,41866.00
10.000096483000,41866.00
10.000097503000,40328.00
10.000098523000,41866.00
10.000099543000,41866.00
10.000100563000,41866.00
10.000101583000,41866.00
10.000102603000,41866.00
10.000103623000,41866.00
10.000104643000,40328.00
10.000105663000,41866.00
10.000106683000,41866.00
10.000107703000,41866.00
10.000108723000,41866.00
10.000109743000,41866.00
10.000110763000,41866.00
10.000111783000,40328.00
10.000112803000,41866.00
10.000113823000,41866.00
10.000114843000,40328.00
10.000115863000,41866.00
10.000116883000,41866.00
10.000117903000,41866.00
10.000118923000,40328.00
10.000119943000,41866.00
10.000120963000,41866.00
10.000121983000,40328.00
10.000123003000,41866.00
10.000124023000,41866.00
10.000125043000,41866.00
10.000126063000,40328.00
10.000127083000,41866.00
10.000128103000,41866.00
10.000129123000,40328.00
10.000130143000,41866.00
10.000131163000,41866.00
10.000132183000,41866.00
10.000133203000,41866.00
10.000134223000,41866.00
10.000135243000,41866.00
10.000136263000,40328.00
10.000137283000,41866.00
10.000138303000,41866.00
10.000139323000,41866.00
10.000140343000,41866.00
10.000141363000,41866.00
10.000142383000,41866.00
10.000143403000,40328.00
10.000144423000,41866.00
10.000145443000,41866.00
10.000146463000,40328.00
10.000147483000,41866.00
10.000148503000,41866.00
10.000149523000,41866.00
10.000150543000,40328.00
10.000151563000,41866.00
10.000152583000,41866.00
10.000153603000,40328.00
10.000154623000,41866.00
10.000155643000,41866.00
10.000156663000,41866.00
10.000157683000,40328.00
10.000158703000,41866.00
10.000159723000,41866.00
10.000160743000,40328.00
10.000161763000,41866.00
10.000162783000,41866.00
10.000163803000,41866.00
10.000164823000,41866.00
10.000165843000,41866.00
10.000166863000,41866.00
10.000167883000,40328.00
10.000168903000,41866.00
10.000169923000,41866.00
10.000170943000,41866.00
10.000171963000,41866.00
10.000172983000,41866.00
10.000174003000,41866.00
10.000175023000,40328.00
10.000176043000,41866.00
10.000177063000,41866.00
10.000178083000,41866.00
10.000179103000,41866.00
10.000180123000,41866.00
10.000181143000,41866.00
10.000182163000,40328.00
10.000183183000,41866.00
10.000184203000,41866.00
10.000185223000,40328.00
10.000186243000,41866.00
10.000187263000,41866.00
10.000188283000,41866.00
10.000189303000,40328.00
10.000190323000,41866.00
10.000191343000,41866.00
10.000192363000,40328.00
10.000193383000,41866.00
10.000194403000,41866.00
10.000195423000,41866.00
10.000196443000,41866.00
10.000197463000,41866.00
10.000198483000,41866.00
10.000199503000,40328.00
10.000200523000,41866.00
10.000201543000,41866.00
10.000202563000,41866.00
10.000203583000,41866.00
10.000204603000,41866.00
10.000205623000,41866.00
10.000206643000,40328.00
10.000207663000,41866.00
10.000208683000,41866.00
10.000209703000,41866.00
10.000210723000,41866.00
10.000211743000,41866.00
10.000212763000,41866.00
10.000213783000,40328.00
10.000214803000,41866.00
10.000215823000,41866.00
10.000216843000,40328.00
10.000217863000,41866.00
10.000218883000,41866.00
10.000219903000,41866.00
10.000220923000,40328.00
10.000221943000,41866.00
10.000222963000,41866.00
10.000223983000,40328.00
10.000225003000,41866.00
10.000226023000,41866.00
10.000227043000,41866.00
10.000228063000,40328.00
10.000229083000,41866.00
10.000230103000,41866.00
10.000231123000,40328.00
10.000232143000,41866.00
10.000233163000,41866.00
10.000234183000,41866.00
10.000235203000,41866.00
10.000236223000,41866.00
10.000237243000,41866.00
10.000238263000,40328.00
10.000239283000,41866.00
10.000240303000,41866.00
10.000241323000,41866.00
10.000242343000,41866.00
10.000243363000,41866.00
10.000244383000,41866.00
10.000245403000,40328.00
10.000246423000,41866.00
10.000247443000,41866.00
10.000248463000,40328.00
10.000249483000,41866.00
10.000250503000,41866.00
10.000251523000,41866.00
10.000252543000,40328.00
10.000253563000,41866.00
10.000254583000,41866.00
10.000255603000,40328.00
10.000256623000,53196.00
10.000257643000,65500.00
10.000258663000,77804.00
10.000259683000,90108.00
10.000260703000,103950.00
10.000261723000,108000.00
10.000262743000,108000.00
10.000263763000,108000.00
10.000264783000,108000.00
10.000265803000,108000.00
10.000266823000,108000.00
10.000267843000,108000.00
10.000268863000,108000.00
10.000269883000,108000.00
10.000270903000,108000.00
10.000271923000,108000.00
10.000272943000,108000.00
10.000273963000,108000.00
10.000274983000,108000.00
10.000276003000,108000.00
10.000277023000,108000.00
10.000278043000,108000.00
10.000279063000,108000.00
10.000280083000,108000.00
10.000281103000,108000.00
10.000282123000,108000.00
10.000283143000,108000.00
10.000284163000,108000.00
10.000285183000,108000.00
10.000286203000,108000.00
10.000287223000,108000.00
10.000288243000,108000.00
10.000289263000,108000.00
10.000290283000,108000.00
10.000291303000,108000.00
10.000292323000,108000.00
10.000293343000,108000.00
10.000294363000,108000.00
10.000295383000,108000.00
10.000296403000,108000.00
10.000297423000,108000.00
10.000298443000,108000.00
10.000299463000,108000.00
10.000300483000,108000.00
10.000301503000,108000.00
10.000302523000,108000.00
10.000303543000,108000.00
10.000304563000,108000.00
10.000305583000,108000.00
10.000306603000,108000.00
10.000307623000,108000.00
10.000308643000,108000.00
10.000309663000,108000.00
10.000310683000,108000.00
10.000311703000,108000.00
10.000312723000,108000.00
10.000313743000,108000.00
10.000314763000,108000.00
10.000315783000,108000.00
10.000316803000,108000.00
10.000317823000,108000.00
10.000318843000,108000.00
10.000319863000,108000.00
10.000320883000,108000.00
10.000321903000,108000.00
10.000322923000,108000.00
10.000323943000,108000.00
10.000324963000,108000.00
10.000325983000,108000.00
10.000327003000,108000.00
10.000328023000,108000.00
10.000329043000,108000.00
10.000330063000,108000.00
10.000331083000,108000.00
10.000332103000,108000.00
10.000333123000,108000.00
10.000334143000,108000.00
10.000335163000,108000.00
10.000336183000,108000.00
10.000337203000,108000.00
10.000338223000,108000.00
10.000339243000,108000.00
10.000340263000,108000.00
10.000341283000,108000.00
10.000342303000,108000.00
10.000343323000,108000.00
10.000344343000,108000.00
10.000345363000,108000.00
10.000346383000,108000.00
10.000347403000,108000.00
10.000348423000,108000.00
10.000349443000,108000.00
10.000350463000,108000.00
10.000351483000,108000.00
10.000352503000,108000.00
10.000353523000,108000.00
10.000354543000,108000.00
10.000355563000,108000.00
10.000356583000,108000.00
10.000357603000,108000.00
10.000358623000,108000.00
10.000359643000,108000.00
10.000360663000,108000.00
10.000361683000,108000.00
10.000362703000,108000.00
10.000363723000,108000.00
10.000364743000,108000.00
10.000365763000,108000.00
10.000366783000,108000.00
10.000367803000,108000.00
10.000368823000,108000.00
10.000369843000,108000.00
10.000370863000,108000.00
10.000371883000,108000.00
10.000372903000,108000.00
10.000373923000,108000.00
10.000374943000,108000.00
10.000375963000,108000.00
10.000376983000,108000.00
10.000378003000,108000.00
10.000379023000,108000.00
10.000380043000,108000.00
10.000381063000,108000.00
10.000382083000,108000.00
10.000383103000,108000.00
10.000384123000,108000.00
10.000385143000,108000.00
10.000386163000,108000.00
10.000387183000,108000.00
10.000388203000,108000.00
10.000389223000,108000.00
10.000390243000,108000.00
10.000391263000,108000.00
10.000392283000,108000.00
10.000393303000,108000.00
10.000394323000,108000.00
10.000395343000,108000.00
10.000396363000,108000.00
10.000397383000,108000.00
10.000398403000,108000.00
10.000399423000,108000.00
10.000400443000,108000.00
10.000401463000,108000.00
10.000402483000,108000.00
10.000403503000,108000.00
10.000404523000,108000.00
10.000405543000,108000.00
10.000406563000,108000.00
10.000407583000,108000.00
10.000408603000,108000.00
10.000409623000,108000.00
10.000410643000,108000.00
10.000411663000,108000.00
10.000412683000,108000.00
10.000413703000,108000.00
10.000414723000,108000.00
10.000415743000,108000.00
10.000416763000,108000.00
10.000417783000,108000.00
10.000418803000,108000.00
10.000419823000,108000.00
10.000420843000,108000.00
10.000421863000,108000.00
10.000422883000,108000.00
10.000423903000,108000.00
10.000424923000,108000.00
10.000425943000,108000.00
10.000426963000,108000.00
10.000427983000,108000.00
10.000429003000,108000.00
10.000430023000,108000.00
10.000431043000,108000.00
10.000432063000,108000.00
10.000433083000,108000.00
10.000434103000,108000.00
10.000435123000,108000.00
10.000436143000,108000.00
10.000437163000,108000.00
10.000438183000,108000.00
10.000439203000,108000.00
10.000440223000,108000.00
10.000441243000,108000.00
10.000442263000,108000.00
10.000443283000,108000.00
10.000444303000,108000.00
10.000445323000,108000.00
10.000446343000,108000.00
10.000447363000,108000.00
10.000448383000,108000.00
10.000449403000,108000.00
10.000450423000,108000.00
10.000451443000,108000.00
10.000452463000,108000.00
10.000453483000,108000.00
10.000454503000,108000.00
10.000455523000,108000.00
10.000456543000,108000.00
10.000457563000,108000.00
10.000458583000,108000.00
10.000459603000,108000.00
10.000460623000,108000.00
10.000461643000,108000.00
10.000462663000,108000.00
10.000463683000,108000.00
10.000464703000,108000.00
10.000465723000,108000.00
10.000466743000,108000.00
10.000467763000,108000.00
10.000468783000,108000.00
10.000469803000,108000.00
10.000470823000,108000.00
10.000471843000,108000.00
10.000472863000,108000.00
10.000473883000,108000.00
10.000474903000,108000.00
10.000475923000,108000.00
10.000476943000,108000.00
10.000477963000,108000.00
10.000478983000,108000.00
10.000480003000,108000.00
10.000481023000,108000.00
10.000482043000,108000.00
10.000483063000,108000.00
10.000484083000,108000.00
10.000485103000,108000.00
10.000486123000,108000.00
10.000487143000,108000.00
10.000488163000,108000.00
10.000489183000,108000.00
10.000490203000,108000.00
10.000491223000,108000.00
10.000492243000,108000.00
10.000493263000,108000.00
10.000494283000,108000.00
10.000495303000,108000.00
10.000496323000,108000.00
10.000497343000,108000.00
10.000498363000,108000.00
10.000499383000,108000.00
10.000500403000,108000.00
10.000501423000,108000.00
10.000502443000,108000.00
10.000503463000,108000.00
10.000504483000,108000.00
10.000505503000,108000.00
10.000506523000,108000.00
10.000507543000,108000.00
10.000508563000,108000.00
10.000509583000,108000.00
10.000510603000,108000.00
10.000511623000,108000.00
10.000512643000,108000.00
10.000513663000,108000.00
10.000514683000,108000.00
10.000515703000,108000.00
10.000516723000,108000.00
10.000517743000,108000.00
10.000518763000,108000.00
10.000519783000,108000.00
10.000520803000,108000.00
10.000521823000,108000.00
10.000522843000,108000.00
10.000523863000,108000.00
10.000524883000,108000.00
10.000525903000,108000.00
10.000526923000,108000.00
10.000527943000,108000.00
10.000528963000,108000.00
10.000529983000,108000.00
10.000531003000,108000.00
10.000532023000,108000.00
10.000533043000,108000.00
10.000534063000,108000.00
10.000535083000,108000.00
10.000536103000,108000.00
10.000537123000,108000.00
10.000538143000,108000.00
10.000539163000,108000.00
10.000540183000,108000.00
10.000541203000,108000.00
10.000542223000,108000.00
10.000543243000,108000.00
10.000544263000,108000.00
10.000545283000,108000.00
10.000546303000,108000.00
10.000547323000,108000.00
10.000548343000,108000.00
10.000549363000,108000.00
10.000550383000,108000.00
10.000551403000,108000.00
10.000552423000,108000.00
10.000553443000,108000.00
10.000554463000,108000.00
10.000555483000,108000.00
10.000556503000,108000.00
10.000557523000,108000.00
10.000558543000,108000.00
10.000559563000,108000.00
10.000560583000,108000.00
10.000561603000,108000.00
10.000562623000,108000.00
10.000563643000,108000.00
10.000564663000,108000.00
10.000565683000,108000.00
10.000566703000,108000.00
10.000567723000,108000.00
10.000568743000,108000.00
10.000569763000,108000.00
10.000570783000,108000.00
10.000571803000,108000.00
10.000572823000,108000.00
10.000573843000,108000.00
10.000574863000,108000.00
10.000575883000,108000.00
10.000576903000,108000.00
10.000577923000,108000.00
10.000578943000,108000.00
10.000579963000,108000.00
10.000580983000,108000.00
10.000582003000,108000.00
10.000583023000,108000.00
10.000584043000,108000.00
10.000585063000,108000.00
10.000586083000,108000.00
10.000587103000,108000.00
10.000588123000,108000.00
10.000589143000,108000.00
10.000590163000,108000.00
10.000591183000,108000.00
10.000592203000,108000.00
10.000593223000,108000.00
10.000594243000,108000.00
10.000595263000,108000.00
10.000596283000,108000.00
10.000597303000,108000.00
10.000598323000,108000.00
10.000599343000,108000.00
10.000600363000,108000.00
10.000601383000,108000.00
10.000602403000,108000.00
10.000603423000,108000.00
10.000604443000,108000.00
10.000605463000,108000.00
10.000606483000,108000.00
10.000607503000,108000.00
10.000608523000,108000.00
10.000609543000,108000.00
10.000610563000,108000.00
10.000611583000,108000.00
10.000612603000,108000.00
10.000613623000,108000.00
10.000614643000,108000.00
10.000615663000,108000.00
10.000616683000,108000.00
10.000617703000,108000.00
10.000618723000,108000.00
10.000619743000,108000.00
10.000620763000,108000.00
10.000621783000,108000.00
10.000622803000,108000.00
10.000623823000,108000.00
10.000624843000,108000.00
10.000625863000,108000.00
10.000626883000,108000.00
10.000627903000,108000.00
10.000628923000,108000.00
10.000629943000,108000.00
10.000630963000,108000.00
10.000631983000,108000.00
10.000633003000,108000.00
10.000634023000,108000.00
10.000635043000,108000.00
10.000636063000,108000.00
10.000637083000,108000.00
10.000638103000,108000.00
10.000639123000,108000.00
10.000640143000,108000.00
10.000641163000,108000.00
10.000642183000,108000.00
10.000643203000,108000.00
10.000644223000,108000.00
10.000645243000,108000.00
10.000646263000,108000.00
10.000647283000,108000.00
10.000648303000,108000.00
10.000649323000,108000.00
10.000650343000,108000.00
10.000651363000,108000.00
10.000652383000,108000.00
10.000653403000,108000.00
10.000654423000,108000.00
10.000655443000,108000.00
10.000656463000,108000.00
10.000657483000,108000.00
10.000658503000,108000.00
10.000659523000,108000.00
10.000660543000,108000.00
10.000661563000,108000.00
10.000662583000,108000.00
10.000663603000,108000.00
10.000664623000,108000.00
10.000665643000,108000.00
10.000666663000,108000.00
10.000667683000,108000.00
10.000668703000,108000.00
10.000669723000,108000.00
10.000670743000,108000.00
10.000671763000,108000.00
10.000672783000,108000.00
10.000673803000,108000.00
10.000674823000,108000.00
10.000675843000,108000.00
10.000676863000,108000.00
10.000677883000,108000.00
10.000678903000,108000.00
10.000679923000,108000.00
10.000680943000,108000.00
10.000681963000,108000.00
10.000682983000,108000.00
10.000684003000,108000.00
10.000685023000,108000.00
10.000686043000,108000.00
10.000687063000,108000.00
10.000688083000,108000.00
10.000689103000,108000.00
10.000690123000,108000.00
10.000691143000,108000.00
10.000692163000,108000.00
10.000693183000,108000.00
10.000694203000,108000.00
10.000695223000,108000.00
10.000696243000,108000.00
10.000697263000,108000.00
10.000698283000,108000.00
10.000699303000,108000.00
10.000700323000,108000.00
10.000701343000,108000.00
10.000702363000,108000.00
10.000703383000,108000.00
10.000704403000,108000.00
10.000705423000,108000.00
10.000706443000,108000.00
10.000707463000,108000.00
10.000708483000,108000.00
10.000709503000,108000.00
10.000710523000,108000.00
10.000711543000,108000.00
10.000712563000,108000.00
10.000713583000,108000.00
10.000714603000,108000.00
10.000715623000,108000.00
10.000716643000,108000.00
10.000717663000,108000.00
10.000718683000,108000.00
10.000719703000,108000.00
10.000720723000,108000.00
10.000721743000,108000.00
10.000722763000,108000.00
10.000723783000,108000.00
10.000724803000,108000.00
10.000725823000,108000.00
10.000726843000,108000.00
10.000727863000,108000.00
10.000728883000,108000.00
10.000729903000,108000.00
10.000730923000,108000.00
10.000731943000,108000.00
10.000732963000,108000.00
10.000733983000,108000.00
10.000735003000,108000.00
10.000736023000,108000.00
10.000737043000,108000.00
10.000738063000,108000.00
10.000739083000,108000.00
10.000740103000,108000.00
10.000741123000,108000.00
10.000742143000,108000.00
10.000743163000,108000.00
10.000744183000,108000.00
10.000745203000,108000.00
10.000746223000,108000.00
