protocol,load,offered,achieved,msgs_initiated,msgs_completed,0-1450|tail99,0-1450|tail999,0-1450|median,0-1450|mean,0-95000|tail99,0-95000|tail999,0-95000|median,0-95000|mean,0-190000|tail99,0-190000|tail999,0-190000|median,0-190000|mean,0-380000|tail99,0-380000|tail999,0-380000|median,0-380000|mean,0-99999999999|tail99,0-99999999999|tail999,0-99999999999|median,0-99999999999|mean,1450-95000|tail99,1450-95000|tail999,1450-95000|median,1450-95000|mean,1450-190000|tail99,1450-190000|tail999,1450-190000|median,1450-190000|mean,1450-380000|tail99,1450-380000|tail999,1450-380000|median,1450-380000|mean,1450-99999999999|tail99,1450-99999999999|tail999,1450-99999999999|median,1450-99999999999|mean,95000-190000|tail99,95000-190000|tail999,95000-190000|median,95000-190000|mean,95000-380000|tail99,95000-380000|tail999,95000-380000|median,95000-380000|mean,95000-760000|tail99,95000-760000|tail999,95000-760000|median,95000-760000|mean,95000-1520000|tail99,95000-1520000|tail999,95000-1520000|median,95000-1520000|mean,95000-99999999999|tail99,95000-99999999999|tail999,95000-99999999999|median,95000-99999999999|mean,190000-380000|tail99,190000-380000|tail999,190000-380000|median,190000-380000|mean,190000-760000|tail99,190000-760000|tail999,190000-760000|median,190000-760000|mean,190000-1520000|tail99,190000-1520000|tail999,190000-1520000|median,190000-1520000|mean,190000-99999999999|tail99,190000-99999999999|tail999,190000-99999999999|median,190000-99999999999|mean,380000-760000|tail99,380000-760000|tail999,380000-760000|median,380000-760000|mean,380000-1520000|tail99,380000-1520000|tail999,380000-1520000|median,380000-1520000|mean,380000-99999999999|tail99,380000-99999999999|tail999,380000-99999999999|median,380000-99999999999|mean,760000-1520000|tail99,760000-1520000|tail999,760000-1520000|median,760000-1520000|mean,760000-99999999999|tail99,760000-99999999999|tail999,760000-99999999999|median,760000-99999999999|mean,1520000-3040000|tail99,1520000-3040000|tail999,1520000-3040000|median,1520000-3040000|mean,1520000-99999999999|tail99,1520000-99999999999|tail999,1520000-99999999999|median,1520000-99999999999|mean
SIRD-dale-2host,60,0.0075,0.0125,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
