timestamp,credit_to_sender_1
10.000000100000,0.00
10.000001120000,0.00
10.000002140000,0.00
10.000003160000,0.00
10.000004180000,0.00
10.000005200000,0.00
10.000006220000,0.00
10.000007240000,0.00
10.000008260000,0.00
10.000009280000,0.00
10.000010300000,0.00
10.000011320000,0.00
10.000012340000,0.00
10.000013360000,0.00
10.000014380000,84.00
10.000015400000,84.00
10.000016420000,84.00
10.000017440000,84.00
10.000018460000,84.00
10.000019480000,84.00
10.000020500000,84.00
10.000021520000,84.00
10.000022540000,84.00
10.000023560000,84.00
10.000024580000,84.00
10.000025600000,84.00
10.000026620000,84.00
10.000027640000,84.00
10.000028660000,84.00
10.000029680000,84.00
10.000030700000,84.00
10.000031720000,84.00
10.000032740000,84.00
10.000033760000,84.00
10.000034780000,84.00
10.000035800000,84.00
10.000036820000,84.00
10.000037840000,84.00
10.000038860000,84.00
10.000039880000,84.00
10.000040900000,84.00
10.000041920000,84.00
10.000042940000,84.00
10.000043960000,84.00
10.000044980000,84.00
10.000046000000,84.00
10.000047020000,84.00
10.000048040000,84.00
10.000049060000,84.00
10.000050080000,84.00
10.000051100000,84.00
10.000052120000,84.00
10.000053140000,84.00
10.000054160000,84.00
10.000055180000,84.00
10.000056200000,84.00
10.000057220000,84.00
10.000058240000,84.00
10.000059260000,84.00
10.000060280000,84.00
10.000061300000,84.00
10.000062320000,84.00
10.000063340000,84.00
10.000064360000,84.00
10.000065380000,84.00
10.000066400000,84.00
10.000067420000,84.00
10.000068440000,84.00
10.000069460000,84.00
10.000070480000,84.00
10.000071500000,84.00
10.000072520000,84.00
10.000073540000,84.00
10.000074560000,84.00
10.000075580000,84.00
10.000076600000,84.00
10.000077620000,84.00
10.000078640000,84.00
10.000079660000,84.00
10.000080680000,84.00
10.000081700000,84.00
10.000082720000,84.00
10.000083740000,84.00
10.000084760000,84.00
10.000085780000,84.00
10.000086800000,84.00
10.000087820000,84.00
10.000088840000,84.00
10.000089860000,84.00
10.000090880000,84.00
10.000091900000,84.00
10.000092920000,84.00
10.000093940000,84.00
10.000094960000,84.00
10.000095980000,84.00
10.000097000000,84.00
10.000098020000,84.00
10.000099040000,84.00
10.000100060000,84.00
10.000101080000,84.00
10.000102100000,84.00
10.000103120000,84.00
10.000104140000,84.00
10.000105160000,84.00
10.000106180000,84.00
10.000107200000,84.00
10.000108220000,84.00
10.000109240000,84.00
10.000110260000,84.00
10.000111280000,84.00
10.000112300000,84.00
10.000113320000,84.00
10.000114340000,84.00
10.000115360000,84.00
10.000116380000,84.00
10.000117400000,84.00
10.000118420000,84.00
10.000119440000,84.00
10.000120460000,84.00
10.000121480000,84.00
10.000122500000,84.00
10.000123520000,84.00
10.000124540000,84.00
10.000125560000,84.00
10.000126580000,84.00
10.000127600000,84.00
10.000128620000,84.00
10.000129640000,84.00
10.000130660000,84.00
10.000131680000,84.00
10.000132700000,84.00
10.000133720000,84.00
10.000134740000,84.00
10.000135760000,84.00
10.000136780000,84.00
10.000137800000,84.00
10.000138820000,84.00
10.000139840000,84.00
10.000140860000,84.00
10.000141880000,84.00
10.000142900000,84.00
10.000143920000,84.00
10.000144940000,84.00
10.000145960000,84.00
10.000146980000,84.00
10.000148000000,84.00
10.000149020000,84.00
10.000150040000,84.00
10.000151060000,84.00
10.000152080000,84.00
10.000153100000,84.00
10.000154120000,84.00
10.000155140000,84.00
10.000156160000,84.00
10.000157180000,84.00
10.000158200000,84.00
10.000159220000,84.00
10.000160240000,84.00
10.000161260000,84.00
10.000162280000,84.00
10.000163300000,84.00
10.000164320000,84.00
10.000165340000,84.00
10.000166360000,84.00
10.000167380000,84.00
10.000168400000,84.00
10.000169420000,84.00
10.000170440000,84.00
10.000171460000,84.00
10.000172480000,84.00
10.000173500000,84.00
10.000174520000,84.00
10.000175540000,84.00
10.000176560000,84.00
10.000177580000,84.00
10.000178600000,84.00
10.000179620000,84.00
10.000180640000,84.00
10.000181660000,84.00
10.000182680000,84.00
10.000183700000,84.00
10.000184720000,84.00
10.000185740000,84.00
10.000186760000,84.00
10.000187780000,84.00
10.000188800000,84.00
10.000189820000,84.00
10.000190840000,84.00
10.000191860000,84.00
10.000192880000,84.00
10.000193900000,84.00
10.000194920000,84.00
10.000195940000,84.00
10.000196960000,84.00
10.000197980000,84.00
10.000199000000,84.00
10.000200020000,84.00
10.000201040000,84.00
10.000202060000,84.00
10.000203080000,84.00
10.000204100000,84.00
